tyrRS	hgnc:12840	YARS1
6.1.1.1	hgnc:12840	YARS1
RH-II/GuBp1	hgnc:18974	DDX50P1
KIAA1787	hgnc:34410	NEURL4
EMI2	hgnc:28521	FBXO43
SPGF64	hgnc:28521	FBXO43
Fbx43	hgnc:28521	FBXO43
OOMD12	hgnc:28521	FBXO43
DCYTB	hgnc:20797	CYBRD1
FRRS3	hgnc:20797	CYBRD1
CYB561A2	hgnc:20797	CYBRD1
FLJ23462	hgnc:20797	CYBRD1
TCRBV13S1	hgnc:12230	TRBV6-5
TCRBV23S1A2T	hgnc:12188	TRBV13
RPL17_13_1376	hgnc:23540	RPL17P2
MG2	hgnc:7518	MUC7
FLJ27047	hgnc:7518	MUC7
EB9	hgnc:3123	EBAG9
PDAF	hgnc:3123	EBAG9
RCAS1	hgnc:3123	EBAG9
LINC01464	hgnc:50865	CASC23
U1A4	hgnc:48448	RNVU1-32
RNU1-106P	hgnc:48448	RNVU1-32
Leu-8	hgnc:10720	SELL
LAM-1	hgnc:10720	SELL
hLHRc	hgnc:10720	SELL
LNHR	hgnc:10720	SELL
CD62L	hgnc:10720	SELL
LYAM1	hgnc:10720	SELL
LEU8	hgnc:10720	SELL
LAM1	hgnc:10720	SELL
LSEL	hgnc:10720	SELL
Lyam-1	hgnc:10720	SELL
PLNHR	hgnc:10720	SELL
LECAM1	hgnc:10720	SELL
TQ1	hgnc:10720	SELL
MGC20727	hgnc:19039	ADCK2
AARF	hgnc:19039	ADCK2
ZNF286C	hgnc:3822	FOXO3B
FOXO3B	hgnc:33241	ZNF286B
ZNF286L	hgnc:33241	ZNF286B
ZNF590	hgnc:33241	ZNF286B
DEFB108P2	hgnc:30847	DEFB108C
KIAA1593	hgnc:24521	HERC4
DKFZP564G092	hgnc:24521	HERC4
GPSA	hgnc:4392	GNAS
PITA3	hgnc:4392	GNAS
GNASXL	hgnc:4392	GNAS
GNAS1	hgnc:4392	GNAS
C20orf45	hgnc:15892	PRELID3B
GSP	ncbigene:2933	GSM1
SCG6	hgnc:4392	GNAS
POH	hgnc:4392	GNAS
NESP55	hgnc:4392	GNAS
NESP	hgnc:4392	GNAS
AHO	hgnc:4392	GNAS
GSA	hgnc:4392	GNAS
SgVI	hgnc:4392	GNAS
RPL29_7_901	hgnc:35508	RPL29P19
KIAA1691	hgnc:22222	TTYH3
FLJ33728	hgnc:26976	ANAPC16
bA570G20.3	hgnc:26976	ANAPC16
MSAG	hgnc:26976	ANAPC16
APC16	hgnc:26976	ANAPC16
CENP-27	hgnc:26976	ANAPC16
C10orf104	hgnc:26976	ANAPC16
INMT-FAM188B	hgnc:41995	INMT-MINDY4
XPAC	hgnc:12814	XPA
XP1	hgnc:12814	XPA
TRBV101	hgnc:12177	TRBV10-1
TCRBV12S2A1T	hgnc:12177	TRBV10-1
TCRBV12S2	hgnc:12184	TRBV12-2
TCRBV10S1	hgnc:12177	TRBV10-1
sentan	hgnc:33706	SNTN
S100A1L	hgnc:33706	SNTN
FLJ44379	hgnc:33706	SNTN
S100AL	hgnc:33706	SNTN
GC-SB2	hgnc:4686	GUCY1B2
4.6.1.2	hgnc:4684	GUCY1A2
UTA	hgnc:10919	SLC14A2
FLJ25925	hgnc:24001	MORN4
bA548K23.4	hgnc:24001	MORN4
C10orf83	hgnc:24001	MORN4
RTP	hgnc:7679	NDRG1
GRCC8	hgnc:14624	CDCA3
TOME1	hgnc:14624	CDCA3
TOME-1	hgnc:14624	CDCA3
RPL21_54_1444	hgnc:31030	RPL21P15
HsT18206	hgnc:31030	RPL21P15
FP2025	hgnc:4544	GRK5
GPRK5	hgnc:4544	GRK5
dJ881L22.1	hgnc:4213	GDAP1L1
dJ995J12.1.1	hgnc:4213	GDAP1L1
TRPM4B	hgnc:17993	TRPM4
EKVP6	hgnc:17993	TRPM4
LTrpC4	hgnc:17993	TRPM4
PFHB1B	ncbigene:8184	HBN1
FLJ20041	hgnc:17993	TRPM4
hTRPM4	hgnc:17993	TRPM4
STK6	hgnc:11393	AURKA
AurA	hgnc:11393	AURKA
PPP1R47	hgnc:11393	AURKA
STK15	hgnc:11393	AURKA
ARK1	hgnc:11393	AURKA
STK7	hgnc:9406	PKN2
BTAK	hgnc:11393	AURKA
AIK	hgnc:11393	AURKA
FLJ20150	hgnc:18232	BSPRY
CCDC144C	hgnc:29073	CCDC144CP
KIAA0129	hgnc:16283	TRIM14
ARK	hgnc:905	AXL
Arkadia	hgnc:17384	RNF111
DKFZP761D081	hgnc:17384	RNF111
hRNF111	hgnc:17384	RNF111
FLJ38008	hgnc:17384	RNF111
CMC3	hgnc:24604	COA4
E2IG2	hgnc:24604	COA4
CHCHD8	hgnc:24604	COA4
pTR2	hgnc:39060	ERV9-1
DHMN2	hgnc:30171	HSPB8
HMN2A	hgnc:30171	HSPB8
E2IG1	hgnc:30171	HSPB8
HSP22	hgnc:30171	HSPB8
CMT2L	hgnc:30171	HSPB8
HMN2	hgnc:30171	HSPB8
H11	hgnc:30171	HSPB8
FAM213AP1	hgnc:52407	PRXL2AP1
LOC101926975	hgnc:52660	LINC01844
RPL23A_36_1508	hgnc:36443	RPL23AP73
LOC257407	hgnc:27418	C2orf72
CORTBP2	hgnc:15679	CTTNBP2
Orf4	hgnc:15679	CTTNBP2
C7orf8	hgnc:15679	CTTNBP2
KIAA1758	hgnc:15679	CTTNBP2
KIAA0219	hgnc:4199	GCN1
GCN1L1	hgnc:4199	GCN1
PRIC295	hgnc:4199	GCN1
GCN1L	hgnc:4199	GCN1
ZBTB12P1	hgnc:37702	ZBTB12BP
ZNF920	hgnc:37702	ZBTB12BP
ZBTB12B	hgnc:37702	ZBTB12BP
KAP4.4	hgnc:16928	KRTAP4-4
KRTAP4.4	hgnc:16928	KRTAP4-4
KRTAP4-13	hgnc:16928	KRTAP4-4
KRTAP4.13	hgnc:16928	KRTAP4-4
KAP4.13	hgnc:16928	KRTAP4-4
RNU6-46	hgnc:34290	RNU6-46P
hsRPB5	hgnc:9192	POLR2E
XAP4	hgnc:15864	RBCK1
hRPB25	hgnc:9192	POLR2E
RPB5	hgnc:9192	POLR2E
RPABC1	hgnc:9192	POLR2E
tRNA-Leu-AAG-1-3	hgnc:34561	TRL-AAG1-3
TRNAL4	hgnc:34561	TRL-AAG1-3
FSP27	hgnc:24229	CIDEC
CIDE-3	hgnc:24229	CIDEC
CIDE3	hgnc:24229	CIDEC
FLJ20871	hgnc:24229	CIDEC
FPLD5	hgnc:24229	CIDEC
RNU6-36	hgnc:34280	RNU6-36P
mir-302d	hgnc:31765	MIR302D
MIRN302D	hgnc:31765	MIR302D
hsa-mir-302d	hgnc:31765	MIR302D
ZNF-U69274	hgnc:16740	ZBTB11
MRT69	hgnc:16740	ZBTB11
ZNF913	hgnc:16740	ZBTB11
RPL24L	hgnc:18479	RSL24D1
TVAS3	hgnc:18479	RSL24D1
RPL24	hgnc:18479	RSL24D1
HRP-L30-iso	hgnc:18479	RSL24D1
C15orf15	hgnc:18479	RSL24D1
RLP24	hgnc:18479	RSL24D1
FIP-82	hgnc:17634	NUFIP2
NUFP2	hgnc:17634	NUFIP2
PIG1	hgnc:6568	LGALS7
182-FIP	hgnc:17634	NUFIP2
KIAA1321	hgnc:17634	NUFIP2
82-FIP	hgnc:17634	NUFIP2
MGC117262	hgnc:17634	NUFIP2
ZZANK2	hgnc:21086	MIB1
KIAA1323	hgnc:21086	MIB1
DIP-1	hgnc:21086	MIB1
Mib	hgnc:28993	PIEZO1
ZZZ6	hgnc:21086	MIB1
LVNC7	hgnc:21086	MIB1
DIP1	hgnc:15486	NCKIPSD
BC200g	hgnc:1024	BCYRN1P2
PYK	hgnc:8926	PHKA2
PHK	hgnc:8926	PHKA2
GSD9A	hgnc:8926	PHKA2
PYKL	hgnc:8926	PHKA2
XLG	hgnc:8926	PHKA2
XLG2	hgnc:8926	PHKA2
HPT	hgnc:13785	MRS2
MRS2L	hgnc:13785	MRS2
LAT3	hgnc:11064	SLC7A6
R00504	hgnc:9225	SLC43A1
POV1	hgnc:9225	SLC43A1
PB39	hgnc:9225	SLC43A1
PCDH16	hgnc:13681	DCHS1
CDH19	hgnc:13681	DCHS1
CDHR6	hgnc:13681	DCHS1
FLJ11790	hgnc:13681	DCHS1
FIB1	hgnc:13681	DCHS1
CDH25	hgnc:13681	DCHS1
MVP2	hgnc:13681	DCHS1
VMLDS1	hgnc:13681	DCHS1
KIAA1773	hgnc:13681	DCHS1
HCAT1	hgnc:11057	SLC7A1
CAT-1	hgnc:11057	SLC7A1
ATRC1	hgnc:11057	SLC7A1
REC1L	hgnc:11057	SLC7A1
ERR	hgnc:11057	SLC7A1
C20orf65	hgnc:16198	GTSF1L
FAM112A	hgnc:16198	GTSF1L
dJ1028D15.4	hgnc:16198	GTSF1L
RNSRP3	hgnc:23135	RN7SL3
RN7SL631P	hgnc:23135	RN7SL3
7L30.2	hgnc:23135	RN7SL3
SRG5	hgnc:23221	SPATA12
MIRN548C	hgnc:32800	MIR548C
hsa-mir-548c	hgnc:32800	MIR548C
S152	hgnc:11922	CD27
TP55	hgnc:13902	SERPINB7
S152. LPFS2	hgnc:11922	CD27
TNFRSF7	hgnc:11922	CD27
T14	hgnc:11922	CD27
HSD21	hgnc:28494	ACTL9
SPGF53	hgnc:28494	ACTL9
MGC33407	hgnc:28494	ACTL9
SBZF3	hgnc:30954	ZNF695
WDR45LP1	hgnc:26605	WDR45BP1
SIR2L4	hgnc:14932	SIRT4
OTTHUMG00000013204	hgnc:32005	SPATA31A5
FAM75A5	hgnc:32005	SPATA31A5
IGM	hgnc:11935	CD40LG
CD40L	hgnc:11935	CD40LG
hCD40L	hgnc:11935	CD40LG
TNFSF5	hgnc:11935	CD40LG
CD154	hgnc:11935	CD40LG
GP39	hgnc:1932	CHI3L1
T-BAM	hgnc:11935	CD40LG
TRAP	hgnc:12032	TRAF2
IMD3	hgnc:11935	CD40LG
HIGM1	hgnc:11935	CD40LG
C15orf63	ncbigene:100529067	SERF2-C15ORF63
FLJ20431	hgnc:18418	HYPK
HSPC136	hgnc:18418	HYPK
PRO1195	hgnc:23304	PRAP1
UPA	hgnc:9052	PLAU
PTC4	hgnc:8727	PCM1
RET/PCM-1	hgnc:8727	PCM1
SLURP2	hgnc:29604	LYNX1
C16orf5	hgnc:13234	CDIP1
CDIP	hgnc:13234	CDIP1
I1	hgnc:9286	PPP1R1A
LITAFL	hgnc:13234	CDIP1
TRT-AGT4-1	hgnc:35008	TRT-AGT5-1
tRNA-Thr-AGT-5-1	hgnc:35008	TRT-AGT5-1
TRNAT22	hgnc:35008	TRT-AGT5-1
ILP-2	hgnc:14878	BIRC8
hILP2	hgnc:14878	BIRC8
ILP2	hgnc:14878	BIRC8
RNF136	hgnc:14878	BIRC8
ESOP-1	hgnc:17156	LY96
MD2	hgnc:17156	LY96
MD-2	hgnc:17156	LY96
ly-96	hgnc:17156	LY96
RALDH2	hgnc:15472	ALDH1A2
RALDH(II)	hgnc:15472	ALDH1A2
RALDH2-T	hgnc:15472	ALDH1A2
PRN1	ncbigene:79052	PTCPRN
HDLCQ12	hgnc:6619	LIPC
LIPH	hgnc:6619	LIPC
HTGL	hgnc:6619	LIPC
HL	hgnc:5005	HMGCL
RPL36_8_1743	hgnc:35884	RPL36P17
SAAS	hgnc:17301	PCSK1N
proSAAS	hgnc:17301	PCSK1N
SgVIII	hgnc:17301	PCSK1N
PEN	hgnc:28743	TSPAN33
SCG8	hgnc:17301	PCSK1N
BigLEN	hgnc:17301	PCSK1N
RN5S102	hgnc:42900	RNA5SP102
DGSI	hgnc:16817	ESS2
DGCR13	hgnc:16817	ESS2
DGCR14	hgnc:16817	ESS2
Es2el	hgnc:16817	ESS2
ES2	hgnc:16817	ESS2
DGS-H	hgnc:16817	ESS2
ESS-2	hgnc:16817	ESS2
DGSH	hgnc:16817	ESS2
DGS-I	hgnc:16817	ESS2
bis1	hgnc:16817	ESS2
HsT16930	hgnc:9817	RAD51
MRMV2	hgnc:9817	RAD51
FANCR	hgnc:9817	RAD51
HsRad51	hgnc:9817	RAD51
HRAD51	hgnc:9817	RAD51
BRCC5	hgnc:9817	RAD51
RAD51A	hgnc:9817	RAD51
RECA	hgnc:9817	RAD51
HBII-342	hgnc:10218	SNORD61
U61	hgnc:10218	SNORD61
RNU61	hgnc:10218	SNORD61
MSV	hgnc:7199	MOS
ORNP-NP1	hgnc:29997	OR11H13P
CALNUC	hgnc:8043	NUCB1
NUC	hgnc:8043	NUCB1
IF-2mt	hgnc:7441	MTIF2
MAP2C	hgnc:6839	MAP2
MAP2A	hgnc:6839	MAP2
MAP2B	hgnc:6839	MAP2
CT150	hgnc:7985	NR6A1
GCNF	hgnc:7985	NR6A1
hRTR	hgnc:7985	NR6A1
NR61	hgnc:7985	NR6A1
GCNF1	hgnc:7985	NR6A1
RTR	hgnc:7985	NR6A1
hGCNF	hgnc:7985	NR6A1
FAM26E	hgnc:21568	CALHM5
MGC45451	hgnc:21568	CALHM5
dJ493F7.3	hgnc:21568	CALHM5
C6orf188	hgnc:21568	CALHM5
GAGE2	hgnc:4099	GAGE2A
CT4.2	hgnc:31957	GAGE2B
GAGE-2	hgnc:31957	GAGE2B
GAGE-2C	hgnc:31958	GAGE2C
HSC54	hgnc:5241	HSPA8
HEL-S-72p	hgnc:5241	HSPA8
HSPA10	hgnc:5241	HSPA8
LAP-1	hgnc:5241	HSPA8
HSP71	hgnc:5241	HSPA8
HSC70	hgnc:5241	HSPA8
HEL-33	hgnc:5241	HSPA8
HSP73	hgnc:5241	HSPA8
NIP71	hgnc:5241	HSPA8
HSC71	hgnc:5241	HSPA8
RPS26_34_1808	hgnc:36537	RPS26P57
H2A/T	hgnc:18804	H2AC3P
HIST1H2APS2	hgnc:18804	H2AC3P
H2AFTP	hgnc:18804	H2AC3P
dJ139G21.2	hgnc:18804	H2AC3P
DEGA	hgnc:24073	AMIGO2
ALI1	hgnc:24073	AMIGO2
AMIGO-2	hgnc:24073	AMIGO2
OR11-115	hgnc:15316	OR8L1P
LAKL	ncbigene:3905	LAKLG
CALL	hgnc:1939	CHL1
FLJ44930	hgnc:1939	CHL1
L1CAM2	hgnc:1939	CHL1
MGC132578	hgnc:1939	CHL1
RPS9_2_1730	hgnc:10443	RPS9P1
RPS9P	hgnc:10443	RPS9P1
hsa-mir-216b	hgnc:33668	MIR216B
MIRN216B	hgnc:33668	MIR216B
mir-216b	hgnc:33668	MIR216B
NGP1	hgnc:29925	GNL2
Nog2	hgnc:29925	GNL2
Nug2	hgnc:29925	GNL2
HUMAUANTIG	hgnc:29925	GNL2
Ngp-1	hgnc:29925	GNL2
SCP3	hgnc:18130	SYCP3
C3orf8	hgnc:16890	CTDSPL
PSR1	hgnc:16890	CTDSPL
HYA22	hgnc:16890	CTDSPL
RBSP3	hgnc:16890	CTDSPL
TUBD	hgnc:16811	TUBD1
FLJ12709	hgnc:16811	TUBD1
GST-2	hgnc:1970	CHST2
C6ST	hgnc:1969	CHST1
glcNAc6ST-1	hgnc:1970	CHST2
Gn6ST-1	hgnc:1970	CHST2
HEL-S-75	hgnc:1970	CHST2
ZNF187p1	hgnc:13850	ZSCAN12P1
ZNF96L1	hgnc:13850	ZSCAN12P1
dJ313I6.7	hgnc:13850	ZSCAN12P1
ZSCAN12L1	hgnc:13850	ZSCAN12P1
ZNF96P1	hgnc:13850	ZSCAN12P1
ZNF305P1	hgnc:13850	ZSCAN12P1
HSP90B	hgnc:5258	HSP90AB1
HSPC2	hgnc:5258	HSP90AB1
HSPCB	hgnc:5258	HSP90AB1
HSP84	hgnc:5258	HSP90AB1
D6S182	hgnc:5258	HSP90AB1
FLJ22761	hgnc:23302	HKDC1
FLJ37767	hgnc:23302	HKDC1
RP92	hgnc:23302	HKDC1
KIAA0974	hgnc:29162	FAM149B1
JBTS36	hgnc:29162	FAM149B1
MAPK6PS6	hgnc:18978	MAPK6P6
FLJ16641	hgnc:33765	LEKR1
SMD1	hgnc:11158	SNRPD1
Sm-D1	hgnc:11158	SNRPD1
SNRPD	hgnc:11158	SNRPD1
HsT2456	hgnc:11158	SNRPD1
LIMS3L	hgnc:30047	LIMS3
1.2.1.-	hgnc:26222	FAR1
HEL-S-81	hgnc:25531	FAR2
FLJ10462	hgnc:25531	FAR2
MLSTD1	hgnc:25531	FAR2
SDR10E2	hgnc:25531	FAR2
RPSA_10_433	hgnc:35556	RPSAP33
RN5S455	hgnc:43355	RNA5SP455
PDK1	hgnc:8816	PDPK1
PDPK2P	hgnc:8816	PDPK1
PRO0461	hgnc:8816	PDPK1
PDPK2	hgnc:8816	PDPK1
FLJ12987	hgnc:22950	PREX2
DEPDC2	hgnc:22950	PREX2
PPP1R129	hgnc:22950	PREX2
P-REX2	hgnc:22950	PREX2
DEP.2	hgnc:22950	PREX2
hsa-mir-12126	hgnc:54034	MIR12126
OR1-11	hgnc:14823	OR6Y1
OR6Y2	hgnc:14823	OR6Y1
ly-6K	hgnc:24225	LY6K
URLC10	hgnc:24225	LY6K
CT97	hgnc:24225	LY6K
FLJ35226	hgnc:24225	LY6K
HSJ001348	hgnc:24225	LY6K
RPS14_1_16	hgnc:35797	RPS14P3
TCEB1P26	hgnc:54973	ELOCP36
ELOC26	hgnc:38731	ELOCP26
TRNAQ23	hgnc:34868	TRQ-CTG17-1
tRNA-Gln-CTG-17-1	hgnc:34868	TRQ-CTG17-1
PCI-B	hgnc:8723	SERPINA5
PLANH3	hgnc:8723	SERPINA5
PAI3	hgnc:8723	SERPINA5
PROCI	hgnc:8723	SERPINA5
PAI-3	hgnc:8723	SERPINA5
PCI	hgnc:8723	SERPINA5
YDR378C	hgnc:17017	LSM6
LAK	hgnc:20917	ALPK1
ARL7	hgnc:698	ARL4C
HTR5AOS	hgnc:48956	HTR5A-AS1
MENT	hgnc:26045	C1orf56
FLJ20519	hgnc:26045	C1orf56
GS1-122H1.2	hgnc:50554	LINC01344
FLJ12847	hgnc:6954	MCPH1
BRIT1	hgnc:6954	MCPH1
EIEE23	hgnc:19190	DOCK7
KIAA1771	hgnc:19190	DOCK7
DEE23	hgnc:19190	DOCK7
ZIR2	hgnc:19190	DOCK7
SSDP	hgnc:15674	SSBP3
CSDP	hgnc:15674	SSBP3
SSDP1	hgnc:15674	SSBP3
FLJ10355	hgnc:15674	SSBP3
CRHR1-IT1-CRHR1	hgnc:51483	LINC02210-CRHR1
MGC57346-CRHR1	hgnc:51483	LINC02210-CRHR1
MCPH18	hgnc:20751	WDFY3
ALFY	hgnc:20751	WDFY3
ZFYVE25	hgnc:20751	WDFY3
BCHS	hgnc:20751	WDFY3
KIAA0993	hgnc:20751	WDFY3
TCRAV13S1	hgnc:12119	TRAV22
TRAV131	hgnc:12108	TRAV13-1
TCRAV8S1	hgnc:12146	TRAV8-1
peropsin	hgnc:10450	RRH
Loc490	hgnc:55255	QKILA
U7.80	hgnc:34176	RNU7-80P
SEC14L	hgnc:10698	SEC14L1
PRELID4A	hgnc:10698	SEC14L1
CGI-61	hgnc:10833	SH3GLB1
Bif-1	hgnc:10833	SH3GLB1
dJ612B15.2	hgnc:10833	SH3GLB1
KIAA0491	hgnc:10833	SH3GLB1
PPP1R70	hgnc:10833	SH3GLB1
hCPEB-2	hgnc:21745	CPEB2
CPE-BP2	hgnc:21745	CPEB2
CPEB-2	hgnc:21745	CPEB2
FAM14B	hgnc:19754	IFI27L1
ISG12C	hgnc:19754	IFI27L1
GPRC1C	hgnc:4595	GRM3
MGLUR3	hgnc:4595	GRM3
mGlu3	hgnc:4595	GRM3
1.14.13.8	hgnc:3772	FMO4
FLJ10422	hgnc:20696	ELP3
KAT9	hgnc:20696	ELP3
ARIA	hgnc:35454	ECSCR
MST131	hgnc:7997	NRG1
HRGA	hgnc:7997	NRG1
MSTP131	hgnc:7997	NRG1
NRG1-IT2	hgnc:7997	NRG1
HRG	hgnc:7997	NRG1
SMDF	hgnc:7997	NRG1
NDF	hgnc:7997	NRG1
HGL	hgnc:6629	LLGL2
HRG1	hgnc:26035	SLC48A1
GGF2	ncbigene:64644	GINGF2
GGF	hgnc:7997	NRG1
V3P	hgnc:12285	TRGV10
TCRGV10	hgnc:12285	TRGV10
FLJ25359	hgnc:26340	BTBD16
C10orf87	hgnc:26340	BTBD16
Em:AC061711.1	hgnc:26340	BTBD16
CYP3A43-de1b	hgnc:42419	CYP3A137P
MIRN648	hgnc:32904	MIR648
hsa-mir-648	hgnc:32904	MIR648
RRG1	hgnc:16258	SMYD5
ZMYND23	hgnc:16258	SMYD5
RAI15	hgnc:16258	SMYD5
NN8-4AG	hgnc:16258	SMYD5
CSS10	hgnc:11200	SOX4
EVI16	hgnc:11200	SOX4
SSU-2	hgnc:24809	SSUH2
C3orf32	hgnc:24809	SSUH2
fls485	hgnc:24809	SSUH2
DIAR7	hgnc:2843	DGAT1
2.3.1.20	hgnc:23249	MOGAT3
ARGP1	hgnc:2843	DGAT1
DGAT	hgnc:2843	DGAT1
ARAT	hgnc:16940	DGAT2
RN5S23	hgnc:42591	RNA5SP23
hsa-mir-3919	hgnc:38890	MIR3919
hsa-mir-649	hgnc:32905	MIR649
MIRN649	hgnc:32905	MIR649
FLJ31695	hgnc:24881	RASGEF1B
GPIG4	hgnc:24881	RASGEF1B
RPL5_3_323	hgnc:36290	RPL5P8
FARSLA	hgnc:3592	FARSA
FRSA	hgnc:3592	FARSA
PheHA	hgnc:3592	FARSA
RILDBC2	hgnc:3592	FARSA
CML33	hgnc:3592	FARSA
FARSL	hgnc:3592	FARSA
6.1.1.20	hgnc:21062	FARS2
FLJ12168	hgnc:25699	TBC1D17
FCRLM2	hgnc:26431	FCRLB
FCRL2	hgnc:26431	FCRLB
FREB-2	hgnc:26431	FCRLB
FREB2	hgnc:26431	FCRLB
FcRY	hgnc:26431	FCRLB
FCRLY	hgnc:26431	FCRLB
FLJ31052	hgnc:26431	FCRLB
HBII-420	hgnc:32762	SNORD99
PPP1R75	hgnc:3591	FARP1
PLEKHC2	hgnc:3591	FARP1
CDEP	hgnc:3591	FARP1
GLCC1	hgnc:3591	FARP1
FARP1-IT1	hgnc:3591	FARP1
MGC87400	hgnc:3591	FARP1
FLJ22222	hgnc:26174	OGFOD3
C17orf101	hgnc:26174	OGFOD3
FKBP37	hgnc:358	AIP
ARA9	hgnc:358	AIP
SMTPHN	hgnc:358	AIP
XAP-2	hgnc:358	AIP
FKBP16	hgnc:358	AIP
PITA1	hgnc:358	AIP
XAP2	hgnc:358	AIP
SAA1	hgnc:10514	SAA2
SAA	hgnc:10513	SAA1
2410091M23Rik	hgnc:19200	DPPA4
FLJ10713	hgnc:19200	DPPA4
PSF2	hgnc:24575	GINS2
APT2	hgnc:6738	LYPLA2
ABCB3	hgnc:44	TAP2
PSF-2	hgnc:44	TAP2
RING11	hgnc:44	TAP2
D6S217E	hgnc:44	TAP2
ABC18	hgnc:44	TAP2
JPHL1	hgnc:20156	JPH4
KIAA1831	hgnc:20156	JPH4
JP4	hgnc:20156	JPH4
SPACIA1	hgnc:25158	SAAL1
FLJ41463	hgnc:25158	SAAL1
DC8	hgnc:24548	NSL1
C1orf48	hgnc:24548	NSL1
MIS14	hgnc:24548	NSL1
DKFZP566O1646	hgnc:24548	NSL1
AVP	hgnc:16400	NLRP3
IFNAR	hgnc:5432	IFNAR1
IFNBR	hgnc:5432	IFNAR1
IFRC	hgnc:5432	IFNAR1
IFN-alpha-REC	hgnc:5433	IFNAR2
p24gamma5	hgnc:28331	TMED6
MGC23911	hgnc:28331	TMED6
PRO34237	hgnc:28331	TMED6
p24g5	hgnc:28331	TMED6
SPLL9146	hgnc:28331	TMED6
dJ153G14.3	hgnc:18779	ZNF391
IAN4P	hgnc:30975	GIMAP3P
GIMAP3	hgnc:30975	GIMAP3P
dJ310O13.5	hgnc:16153	CCM2L
C20orf160	hgnc:16153	CCM2L
RPL23_2_327	hgnc:36678	RPL23P4
PHOAD	hgnc:10955	SLCO2A1
MATR1	hgnc:10955	SLCO2A1
OATP2A1	hgnc:10955	SLCO2A1
PGT	hgnc:10955	SLCO2A1
PHOAR2	hgnc:10955	SLCO2A1
SLC21A2	hgnc:10955	SLCO2A1
ngn3	hgnc:13806	NEUROG3
NGN-3	hgnc:13806	NEUROG3
Math4B	hgnc:13806	NEUROG3
bHLHa7	hgnc:13806	NEUROG3
Atoh5	hgnc:13806	NEUROG3
FLJ12816	hgnc:20154	ABHD4
ABH4	hgnc:21900	ALKBH4
MMP-27	hgnc:14250	MMP27
vig1	hgnc:30908	RSAD2
cig5	hgnc:30908	RSAD2
cig33	hgnc:30908	RSAD2
Viperin	hgnc:30908	RSAD2
FLJ22329	hgnc:26182	COLGALT1
2.4.1.50	hgnc:16790	COLGALT2
BSVD3	hgnc:26182	COLGALT1
ColGalT 1	hgnc:26182	COLGALT1
GLT25D1	hgnc:26182	COLGALT1
IL-13R	hgnc:5975	IL13RA2
CT19	hgnc:5974	IL13RA1
IL13BP	hgnc:5975	IL13RA2
CD213A2	hgnc:5975	IL13RA2
ATP2A	hgnc:811	ATP2A1
SERCA1	hgnc:811	ATP2A1
hs6M1-35P	hgnc:13964	OR1F12P
OR1F12Q	hgnc:13964	OR1F12P
RNU51	hgnc:10201	SNORD51
U51	hgnc:10201	SNORD51
HKSHIIIC	hgnc:6236	KCNC4
C1orf30	hgnc:6236	KCNC4
KV3.4	hgnc:6236	KCNC4
KSHIIIC	hgnc:6236	KCNC4
P35B	hgnc:12390	GFUS
1.1.1.271	hgnc:12390	GFUS
TSTA3	hgnc:12390	GFUS
SDR4E1	hgnc:12390	GFUS
bA261N11.3	hgnc:15852	ARFGAP1
ARF1GAP	hgnc:15852	ARFGAP1
FLJ10767	hgnc:15852	ARFGAP1
HRIHFB2281	hgnc:15852	ARFGAP1
OR11-270	hgnc:14737	OR6X1
LOSK	hgnc:11088	SLK
bA16H23.1	hgnc:11088	SLK
se20-9	hgnc:11088	SLK
KIAA0204	hgnc:11088	SLK
STK2	hgnc:11399	NEK4
HPTTG	hgnc:9690	PTTG1
securin	hgnc:9690	PTTG1
TUTR1	hgnc:9690	PTTG1
PTTG	hgnc:9690	PTTG1
EAP1	hgnc:14282	IRF2BPL
tRNA-Lys-TTT-8-1	hgnc:34659	TRK-TTT8-1
TRNAK11	hgnc:34659	TRK-TTT8-1
CTRCT8	ncbigene:7792	CCV
RPL9_10_1518	hgnc:17049	RPL9P2
AC016831.7	hgnc:43566	LINC00513
hsa-mir-4420	hgnc:41772	MIR4420
mir-4420	hgnc:41772	MIR4420
FLJ20552	hgnc:21151	RNF126
MLK7-AS1	hgnc:27935	MAP3K20-AS1
SPGF35	hgnc:25326	QRICH2
DKFZP434P0316	hgnc:25326	QRICH2
FAM3C2	hgnc:34501	FAM3C2P
GRK6PS	hgnc:4547	GRK6P1
GPRK6L	hgnc:4547	GRK6P1
GPRK6P	hgnc:4547	GRK6P1
C5L2	hgnc:4527	C5AR2
GPR77	hgnc:4527	C5AR2
GPF77	hgnc:4527	C5AR2
GPBB	hgnc:9723	PYGB
2.4.1.1	hgnc:9725	PYGL
TCONS_00010378	hgnc:49512	LINC01157
linc-Enc1	hgnc:49512	LINC01157
MGCA8	hgnc:14348	HTRA2
OMI	hgnc:14348	HTRA2
PRSS25	hgnc:14348	HTRA2
PARK13	hgnc:14348	HTRA2
HID-1	hgnc:15736	HID1
17orf28	hgnc:15736	HID1
DMC1	hgnc:15736	HID1
C17orf28	hgnc:15736	HID1
RPS4P20	hgnc:36437	RPS4XP20
RPS4X_9_1648	hgnc:36437	RPS4XP20
RPL40_3_1481	hgnc:35625	UBA52P8
LACH2	hgnc:33128	ACOT1
CTE-1	hgnc:33128	ACOT1
ACH2	hgnc:33128	ACOT1
FLJ36180	hgnc:26698	TRIML1
RNF209	hgnc:26698	TRIML1
