LOC105378581	hgnc:50701	LINC01409
OR2S1P	hgnc:8275	OR2S1P
LOC653987	hgnc:43764	HAUS6P1
LOC100420866	hgnc:43764	HAUS6P1
LOC101060241	ncbigene:100130018	LOC100130018
KIAA0125	hgnc:19955	FAM30A
C14orf110	hgnc:19955	FAM30A
LOC83203	hgnc:19955	FAM30A
FAM30A	hgnc:19955	FAM30A
LOC645013	hgnc:37720	RPL14P5
LOC100132757	hgnc:37720	RPL14P5
LOC100652729	hgnc:37720	RPL14P5
LOC100652773	hgnc:37720	RPL14P5
KIAA1333	hgnc:20338	G2E3
LOC346245	hgnc:42370	RBBP4P3
LOC442223	hgnc:42370	RBBP4P3
LOC135054	hgnc:42370	RBBP4P3
BMPR1B-AS1	hgnc:50864	BMPR1B-DT
MIRN548G	hgnc:35326	MIR548G
MIR548G	hgnc:35326	MIR548G
OR56B4	hgnc:15248	OR56B4
LOC51269	hgnc:452	AMBN
LOC100422208	hgnc:50779	GNL2P1
ABC1	hgnc:29	ABCA1
HDLDT1	hgnc:29	ABCA1
TGD	hgnc:29	ABCA1
LOC649556	hgnc:49665	DPPA5P4
LOC341912	hgnc:49665	DPPA5P4
LOC105377751	hgnc:29940	FAM153A
KIAA0752	hgnc:29940	FAM153A
LOC388781	hgnc:16134	C20orf141
LOC95018	hgnc:30883	TMEM126B
LOC648326	hgnc:23736	RPL13AP5
RPL13AP5	hgnc:23736	RPL13AP5
LOC283340	hgnc:23736	RPL13AP5
LOC107983991	hgnc:52681	NFILZ
LINC01862	hgnc:52681	NFILZ
RACH1	hgnc:10918	SLC14A1
JK	hgnc:10918	SLC14A1
AP47	hgnc:13667	AP1M1
C20orf47	hgnc:15927	ERGIC3
SDBCAG84	hgnc:15927	ERGIC3
LOC100128028	hgnc:53143	SLC12A5-AS1
LOC100509969	ncbigene:100506576	LOC100506576
PIF1	hgnc:26220	PIF1
C15orf20	hgnc:26220	PIF1
LOC100419497	hgnc:23551	RPL4P1
RPL4_2_1340	hgnc:23551	RPL4P1
RPL4P1	hgnc:23551	RPL4P1
LOC100422085	hgnc:15360	OR4T1P
OR4T1P	hgnc:15360	OR4T1P
MIRN7-1	hgnc:31638	MIR7-1
RNU72	hgnc:10234	SNORA72
LOC100292895	hgnc:51441	BOLA3P2
LOC100289958	hgnc:51441	BOLA3P2
FLJ10806	hgnc:10079	RNPEPL1
RNPEPL1	hgnc:10079	RNPEPL1
MIRN125B2	hgnc:31507	MIR125B2
LOC202518	hgnc:13949	FKBPL
LOC257619	hgnc:13949	FKBPL
RN5S485	hgnc:43385	RNA5SP485
LOC100419418	hgnc:36492	RPL17P32
LOC100419314	hgnc:36335	RPL5P29
OR4F19	hgnc:15381	OR4F17
OR4F18	hgnc:8301	OR4F4
OR4F11P	hgnc:15381	OR4F17
LOC100419234	hgnc:35756	RPS7P13
LOC57803	hgnc:29861	CHRDL1
MGC1	hgnc:29861	CHRDL1
SMAP1L	hgnc:25082	SMAP2
SNF2L4	hgnc:11100	SMARCA4
LOC652551	hgnc:52861	LINC02026
SPG26	hgnc:4117	B4GALNT1
GALGT	hgnc:4117	B4GALNT1
LOC100653028	hgnc:6885	MAPK8IP1P1
PRKM8IPP	hgnc:6885	MAPK8IP1P1
LOC100507700	hgnc:6885	MAPK8IP1P1
MAPK8IPP	hgnc:6885	MAPK8IP1P1
MIRN519E	hgnc:32095	MIR519E
FLJ34336	hgnc:20693	NXPH1
NKX2-4	hgnc:7837	NKX2-4
NKX2D	hgnc:7837	NKX2-4
LOC651062	hgnc:7837	NKX2-4
RN5S315	hgnc:43215	RNA5SP315
LOC100132715	hgnc:54691	SRSF3P1
TRNAE6	hgnc:34583	TRE-CTC1-6
C20orf155	hgnc:16148	CRLS1
DDX11L9	hgnc:37109	DDX11L9
LOC645128	hgnc:37109	DDX11L9
WDR68	hgnc:30915	DCAF7
LEPREL4	hgnc:16946	P3H4
API2	hgnc:591	BIRC3
ADORA2	hgnc:263	ADORA2A
LOC100292335	ncbigene:100289333	LOC100289333
LOC107984139	ncbigene:100289333	LOC100289333
LOC100291529	ncbigene:100289333	LOC100289333
LOC100291110	ncbigene:100289060	LOC100289060
LRRC6P1	hgnc:51151	DNAAF11P1
LOC105373642	ncbigene:105373643	LOC105373643
SEDLP3	hgnc:10712	TRAPPC2P3
LOC648063	hgnc:51500	ACTG1P20
LOC100653051	hgnc:6607	LILRB3
LOC100291689	hgnc:6607	LILRB3
LOC101929809	hgnc:6607	LILRB3
LOC96643	hgnc:24543	EPC2
LOC105374255	ncbigene:101929018	LOC101929018
DYT11	hgnc:10808	SGCE
USP6P1	hgnc:32408	TBC1D3P3
LOC257553	hgnc:13916	APOM
LOC257604	hgnc:13916	APOM
LOC100420291	hgnc:35991	RPLP0P10
LOC645902	hgnc:18511	EMX2OS
LOC650869	hgnc:18511	EMX2OS
LOC643109	hgnc:3061	DTYMK
LOC727761	hgnc:3061	DTYMK
LOC257060	hgnc:3061	DTYMK
TYMK	hgnc:3061	DTYMK
LOC82097	hgnc:9453	PRODH
SCZD4	hgnc:9453	PRODH
HsPOX2	hgnc:9453	PRODH
PIG6	hgnc:9453	PRODH
RPS10P4	hgnc:31364	RPS10P4
LOC730965	hgnc:31364	RPS10P4
LOC101060325	ncbigene:101060227	LOC101060227
LINC00422	hgnc:43672	LINC00539
LOC100653317	hgnc:43672	LINC00539
RNU6-3	hgnc:34275	RNU6-3P
LOC652113	hgnc:5607	IGHV3-49
LOC135982	hgnc:54542	IFITM3P4
LOC346290	hgnc:54542	IFITM3P4
LOC650205	hgnc:54542	IFITM3P4
LOC222022	hgnc:54542	IFITM3P4
IL1BC	hgnc:1499	CASP1
MRS2LP1	hgnc:20590	MRS2P1
MRS2P1	hgnc:20590	MRS2P1
LOC648487	hgnc:43776	CASP1P2
TMEM113	hgnc:28826	WDR82
LOC100422704	hgnc:48863	MTHFD2P5
RPL22L1	hgnc:27610	RPL22L1
LOC285620	hgnc:44145	ARRDC3-AS1
TRNAR32P	hgnc:35077	TRR-CCT8-1
RN5S320	hgnc:43220	RNA5SP320
LOC202444	hgnc:2042	CLDN20
LOC254746	hgnc:12467	UBBP4
HNFJ	hgnc:12559	UMOD
MCKD2	hgnc:12559	UMOD
LOC123435	hgnc:34339	FAM174B
LOC388374	hgnc:18257	TBC1D3F
LOC91406	hgnc:25716	COA7
LOC82440	hgnc:25716	COA7
LOC94485	hgnc:25716	COA7
LOC148971	hgnc:25716	COA7
C1orf163	hgnc:25716	COA7
SELRC1	hgnc:25716	COA7
LOC652006	ncbigene:390358	LOC390358
LOC100420014	ncbigene:390358	LOC390358
FLJ90231	hgnc:25147	GLB1L3
AARS	hgnc:20	AARS1
LOC652306	hgnc:36330	RPL27P6
LYCAT	hgnc:26756	LCLAT1
LOC203862	hgnc:25238	SVIP
LOC100129070	ncbigene:100421197	LOC100421197
MIDN	hgnc:16298	MIDN
ZNF271	hgnc:13065	ZNF271P
ZNFEB	hgnc:13065	ZNF271P
MT1K	hgnc:14296	MT1M
LOC139624	hgnc:26356	CXorf58
LOC731498	hgnc:35739	RPS16P10
LOC83032	hgnc:13501	ZNF286A
ZNF286	hgnc:13501	ZNF286A
LOC93513	hgnc:13501	ZNF286A
PPARAL	hgnc:13501	ZNF286A
LOC652192	hgnc:33413	KRT18P43
LOC100418802	hgnc:33413	KRT18P43
LOC129564	hgnc:439	ALPP
C1orf156	hgnc:28793	METTL18
LOC100289740	hgnc:44500	RPS3AP53
LOC100293556	hgnc:44500	RPS3AP53
MTCSB3	hgnc:7426	MT-CSB3
TRNAM13	hgnc:34789	TRM-CAT6-1
LOC648663	hgnc:36858	RPLP1P12
LOC105377601	hgnc:53504	LINC02515
LOC642980	hgnc:17402	EOLA2
CXorf40B	hgnc:17402	EOLA2
DFNB9	hgnc:8515	OTOF
TRNAE27P	hgnc:35010	TRE-CTC12-1
RNU1P10	hgnc:10133	RNVU1-1
RNVU1-10	hgnc:10133	RNVU1-1
RNU1-10P	hgnc:10133	RNVU1-1
RNVU1-1	hgnc:10133	RNVU1-1
DRD1IP	hgnc:17938	CALY
PCTK2	hgnc:8750	CDK17
C20orf140	hgnc:16133	TBC1D20
CHX10	hgnc:1975	VSX2
HOX10	hgnc:1975	VSX2
KIAA0494-AS1	hgnc:44108	EFCAB14-AS1
LOC650032	ncbigene:645163	LOC645163
KRTHB6	hgnc:6463	KRT86
LOC650428	hgnc:6463	KRT86
LOC283874	hgnc:27548	ERVK13-1
FLJ20393	hgnc:27548	ERVK13-1
LOC116359	hgnc:23410	TMBIM1
C14orf169	hgnc:20968	RIOX1
EIF3EIP	hgnc:18138	EIF3L
EIF3S6IP	hgnc:18138	EIF3L
AKR1B1P6	hgnc:33498	AKR1B1P6
MIRN1291	hgnc:35284	MIR1291
LOC100293886	hgnc:44988	CEP164P1
LOC100291376	hgnc:44988	CEP164P1
C20orf138	hgnc:16131	WFDC13
LOC653482	ncbigene:441179	LOC441179
LOC441182	ncbigene:441179	LOC441179
LOC105370806	hgnc:55426	CTXN2-AS1
C6orf110	hgnc:17735	TMEM63B
RNU6-12	hgnc:34256	RNU6-12P
LOC154162	hgnc:43021	PPIAP29
TFCP2L4	hgnc:25839	GRHL3
LOC647966	hgnc:39781	PSMC1P6
LOC646871	hgnc:39933	SPART-AS1
C13orf43	hgnc:39933	SPART-AS1
LOC651860	hgnc:39933	SPART-AS1
SPG20OS	hgnc:39933	SPART-AS1
SPG20-AS1	hgnc:39933	SPART-AS1
C11orf38	hgnc:32249	PATE2
MIRN451	hgnc:32053	MIR451A
MIR451	hgnc:32053	MIR451A
KIAA0167	hgnc:16921	AGAP2
CENTG1	hgnc:16921	AGAP2
PIKE	hgnc:16921	AGAP2
RN5S467	hgnc:43367	RNA5SP467
ATP5J2P3	hgnc:21286	ATP5MFP3
LOC100288443	hgnc:55794	CNTNAP5-DT
LOC100291361	hgnc:55794	CNTNAP5-DT
LOC100292098	hgnc:55794	CNTNAP5-DT
LOC105378252	ncbigene:105369867	LOC105369867
LOC148289	hgnc:24032	C1orf146
LOC100422596	hgnc:5220	HSD3BP2
HSD3BP2	hgnc:5220	HSD3BP2
LINC02081	hgnc:52930	SCAT1
VBCH	hgnc:13771	SOST
DEFB107	hgnc:18086	DEFB107A
KIAA1843	hgnc:26582	UNC80
LOC100131345	hgnc:26582	UNC80
C2orf21	hgnc:26582	UNC80
CLIM1	hgnc:2067	PDLIM1
IL28B	hgnc:18365	IFNL3
LOC731225	hgnc:43760	HAUS1P1
LOC100420807	hgnc:43760	HAUS1P1
CYB5P4	hgnc:2575	CYB5AP4
G10	hgnc:29629	BUD31
KIAA0652	hgnc:29091	ATG13
TCTE1	hgnc:11693	TCTE1
GIYD2	hgnc:28748	SLX1B
FLJ23439	hgnc:28748	SLX1B
LOC644122	hgnc:28748	SLX1B
LOC102725132	ncbigene:102929163	LOC102929163
LOC284019	hgnc:16878	HELZ
TRNAT8	hgnc:34750	TRT-AGT1-1
MIRN493	hgnc:32082	MIR493
LOC650527	hgnc:9945	RDXP1
RDXP1	hgnc:9945	RDXP1
GPR23	hgnc:4478	LPAR4
SCCD	hgnc:30791	UBIAD1
NSUN5C	hgnc:16609	NSUN5P2
LOC648125	hgnc:34519	ZNF862
LOC641907	hgnc:34519	ZNF862
RPS24_2_250	hgnc:36240	RPS24P6
PSME2P	hgnc:20632	PSME2P1
FAM160B1	hgnc:29320	FHIP2A
KIAA1600	hgnc:29320	FHIP2A
LOC377707	hgnc:23145	MAFA
LOC100507344	hgnc:23145	MAFA
LOC100132296	hgnc:33884	WASH5P
STRCP	hgnc:33915	STRCP1
FAM64A	hgnc:25483	PIMREG
FLJ10491	hgnc:25483	PIMREG
LOC116044	hgnc:25483	PIMREG
VRNI	hgnc:1482	CAPN5
C14orf114	hgnc:20217	EXD2
EXDL2	hgnc:20217	EXD2
RGC1	hgnc:674	ARHGAP4
LOC112688	hgnc:25582	SLC38A7
LOC92914	hgnc:25582	SLC38A7
LOC113144	hgnc:36106	RPSAP18
LOC82027	hgnc:36106	RPSAP18
LOC731543	hgnc:36106	RPSAP18
LOC245757	hgnc:36106	RPSAP18
LOC87714	hgnc:36106	RPSAP18
FRAP	hgnc:3942	MTOR
FRAP2	hgnc:3942	MTOR
FRAP1	hgnc:3942	MTOR
BMP8	hgnc:1075	BMP8B
EIF2S2P3	hgnc:31664	EIF2S2P3
LOC100422504	hgnc:31664	EIF2S2P3
C1orf104	hgnc:26680	RUSC1-AS1
LOC100509661	hgnc:14186	OVOL3
OVOL3	hgnc:14186	OVOL3
FLJ33282	hgnc:14432	TMEM237
ALS2CR4	hgnc:14432	TMEM237
PLD1	hgnc:9411	PRKCSH
PCLD	hgnc:9411	PRKCSH
G19P1	hgnc:9411	PRKCSH
TRPM3	hgnc:17992	TRPM3
LOC100289700	ncbigene:100288935	LOC100288935
LOC100292627	ncbigene:100288935	LOC100288935
C12orf39	hgnc:28139	SPX
LOC154714	hgnc:39126	HNRNPA1P8
LOC82855	hgnc:39126	HNRNPA1P8
LOC100421388	hgnc:39126	HNRNPA1P8
LOC392744	hgnc:39126	HNRNPA1P8
LOC87733	hgnc:39126	HNRNPA1P8
LOC285984	hgnc:39126	HNRNPA1P8
PFM1	hgnc:7392	MSX2
LOC648280	hgnc:8892	PGDP1
PGDL1	hgnc:8892	PGDP1
LOC378387	hgnc:15090	OR6V1
OR6V1	hgnc:15090	OR6V1
LOC402708	hgnc:15090	OR6V1
RNU7P4	hgnc:10239	RNU7-55P
MIRN524	hgnc:32110	MIR524
LOC100130199	hgnc:37760	PARP4P2
LOC650476	hgnc:37760	PARP4P2
LOC100421627	hgnc:37760	PARP4P2
LOC100129883	hgnc:37760	PARP4P2
AMY2	hgnc:478	AMY2B
CLA2	hgnc:816	ATP2B3
SCAX1	hgnc:816	ATP2B3
PRO1304	hgnc:7707	NDUFS1
LOC94378	hgnc:8716	PCDHGC3
PCDH2	hgnc:8716	PCDHGC3
FLJ10923	hgnc:11973	TNS1
DKFZP434G162	hgnc:11973	TNS1
LOC102723375	hgnc:11973	TNS1
MXRA6	hgnc:11973	TNS1
TNS	hgnc:11973	TNS1
PRO0929	hgnc:11973	TNS1
C16orf45	hgnc:19213	BMERB1
LOC132174	hgnc:32372	TMEM89
LOC254505	hgnc:32372	TMEM89
LOC344651	hgnc:32372	TMEM89
RN5S256	hgnc:43156	RNA5SP256
OR8F1P	hgnc:14691	OR8F1P
ATP5HP1	hgnc:31021	ATP5PDP1
LOC100462864	hgnc:31021	ATP5PDP1
C4orf13	hgnc:23088	SLC10A7
LOC731948	hgnc:52382	TEX50
LOC100420661	hgnc:32211	FMO10P
LOC100508016	hgnc:55601	MSANTD2-AS1
FLJ20523	hgnc:3693	FGFRL1
RN5S469	hgnc:43369	RNA5SP469
PPAPDC1B	hgnc:25026	PLPP5
LOC648216	hgnc:33374	KRT8P22
LOC100418813	hgnc:33374	KRT8P22
LOC100508278	hgnc:40760	RIPOR3-AS1
LOC82938	hgnc:13237	TMEM59L
C19orf4	hgnc:13237	TMEM59L
LOC93030	hgnc:13237	TMEM59L
CA5P	hgnc:1379	CA5AP1
LOC647057	hgnc:1379	CA5AP1
LOC102725098	hgnc:1379	CA5AP1
LOC100419413	hgnc:35476	RPS3AP33
LOC101929885	hgnc:35476	RPS3AP33
CAPN4	hgnc:1481	CAPNS1
KIAA0020	hgnc:29676	PUM3
SQRDL	hgnc:20390	SQOR
LOC102725135	hgnc:55924	TEX28P3
LOC256817	hgnc:55060	COBLP1
LOC112938	hgnc:25980	TRMT1
LPRS2	hgnc:19152	PACRG
LOC100418954	hgnc:23104	NANOGP6
SFTPP1	hgnc:10800	SFTPA3P
SFTPAP1	hgnc:10800	SFTPA3P
SFTPA3P	hgnc:10800	SFTPA3P
LOC100292548	hgnc:10800	SFTPA3P
OR51A7	hgnc:15188	OR51A7
LOC100128350	hgnc:19195	ABLIM2
EMR3	hgnc:23647	ADGRE3
LOC138963	hgnc:16513	TMC1
DFNA36	hgnc:16513	TMC1
DFNB7	hgnc:16513	TMC1
DFNB11	hgnc:16513	TMC1
MIRN522	hgnc:32127	MIR522
LOC146443	hgnc:44162	SRRM2-AS1
UBE2L1	hgnc:12486	UBE2L1
UBE2L7P	hgnc:12486	UBE2L1
UBE2L7	hgnc:12486	UBE2L1
UBCH7N3	hgnc:12486	UBE2L1
TRNAG8	hgnc:34570	TRG-TCC2-6
LOC339092	hgnc:29488	BOLA2
LOC197202	hgnc:29488	BOLA2
LOC112473	hgnc:29488	BOLA2
LOC339088	hgnc:29488	BOLA2
TRNAL13	hgnc:34692	TRL-CAG2-1
LOC729518	hgnc:10863	ST3GAL2
SIAT4B	hgnc:10863	ST3GAL2
LOC648395	hgnc:37916	EEF1A1P38
LOC102724305	hgnc:6720	LTF
LOC133087	hgnc:4603	CXCL2
GRO2	hgnc:4603	CXCL2
TAS2R49	hgnc:19109	TAS2R20
TAS2R20	hgnc:19109	TAS2R20
INLU	hgnc:6345	KLF1
LINC00441	hgnc:42778	RB1-DT
LOC105370045	hgnc:27051	RFLNA
FAM101A	hgnc:27051	RFLNA
TRNAK28	hgnc:34878	TRK-CTT11-1
C3orf66	hgnc:32675	LINC00488
LOC92917	hgnc:26336	PRSS54
C19orf21	hgnc:27000	MISP
LOC642458	hgnc:37817	NEK2P3
LOC100421750	hgnc:37817	NEK2P3
MIRN215	hgnc:31592	MIR215
SEPT7-AS1	hgnc:51153	SEPTIN7-DT
LOC101928520	hgnc:51153	SEPTIN7-DT
SEPTIN7-AS1	hgnc:51153	SEPTIN7-DT
LINC01663	hgnc:52451	FAM230F
KIAA1984	hgnc:28236	CCDC183
LOC340285	hgnc:43912	NECAP1P1
LOC442295	hgnc:43912	NECAP1P1
LOC100420411	hgnc:43912	NECAP1P1
LOC653804	hgnc:6768	SMAD2
LOC654050	hgnc:6768	SMAD2
MADH2	hgnc:6768	SMAD2
TRNAN30	hgnc:34949	TRN-GTT19-1
GCNT1P	hgnc:16532	GCNT1P1
LOC100421628	hgnc:16532	GCNT1P1
DKFZP761N09121	hgnc:2238	COPG2IT1
C17orf54	hgnc:26863	LINC00469
KNSL1	hgnc:6388	KIF11
LOC644467	hgnc:36829	RPL19P17
LOC649799	hgnc:36829	RPL19P17
FAM121B	hgnc:28727	APOO
KCNA4L	hgnc:6222	KCNA4
LOC644564	hgnc:32443	LRTM2
LOC647417	hgnc:32443	LRTM2
LOC89199	hgnc:4440	GP1BB
TRNAE9	hgnc:34603	TRE-CTC8-1
LINC00610	hgnc:25014	COMMD9
LOC203107	hgnc:27829	DPY19L4
ABLL	hgnc:77	ABL2
HOX1H	hgnc:5100	HOXA10
LOC221882	hgnc:5100	HOXA10
C2orf89	hgnc:27013	TRABD2A
MUM1L1	hgnc:26583	PWWP3B
C14orf31	hgnc:19839	FRMD6
C21orf108	hgnc:17344	URB1
LOC651411	hgnc:39489	RPL7L1P7
LOC374950	hgnc:26764	PRAMEF15
LOC343544	hgnc:26764	PRAMEF15
LOC440566	hgnc:26764	PRAMEF15
LOC374947	hgnc:26764	PRAMEF15
LOC343526	hgnc:26764	PRAMEF15
HSP90AA5P	hgnc:32535	HSP90AA5P
LOC100422448	hgnc:32535	HSP90AA5P
LOC650165	hgnc:37474	TSPY15P
LOC100421036	hgnc:29887	NLRP2B
NLRP2P	hgnc:29887	NLRP2B
MOBKL1BP2	hgnc:42639	MOB1AP2
C17orf56	hgnc:26458	TEPSIN
ENTHD2	hgnc:26458	TEPSIN
FLI1-AS1	hgnc:44177	SENCR
GPR165P	hgnc:21462	GPR165P
LOC100420332	hgnc:21462	GPR165P
ADAM21P	hgnc:19822	ADAM21P1
NBPF7	hgnc:31989	NBPF7P
LOC650469	hgnc:31989	NBPF7P
TRNAW2	hgnc:34607	TRW-CCA3-2
TRW-CCA3-3	hgnc:34607	TRW-CCA3-2
DFNB100	hgnc:29035	PPIP5K2
HISPPD1	hgnc:29035	PPIP5K2
TRNAA45P	hgnc:35041	TRA-TGC10-1
KIAA1532	hgnc:30627	SPPL2B
ZNF419A	hgnc:20648	ZNF419
ZNF419	hgnc:20648	ZNF419
GLUD1P8	hgnc:23610	GLUD1P6
GLUDP6	hgnc:23610	GLUD1P6
GLUD1P6	hgnc:23610	GLUD1P6
GLUDP8	hgnc:23610	GLUD1P6
FLJ10961	hgnc:4184	GBP3
LOC127814	hgnc:4184	GBP3
EBN	hgnc:1958	CHRNA4
EBN1	hgnc:1958	CHRNA4
LOC100419652	hgnc:36556	RPL18AP4
LOC101930554	hgnc:52419	LINC01632
LOC94394	hgnc:18477	MRTO4
C1orf33	hgnc:18477	MRTO4
TJP4	hgnc:17949	TJAP1
LOC102723651	hgnc:20255	SFMBT1
DKFZP434L243	hgnc:20255	SFMBT1
DFNB32	hgnc:1718	CDC14A
LOC100418833	hgnc:33409	KRT18P40
LOC100510734	hgnc:33409	KRT18P40
TRIM60PY11	hgnc:38463	TRIM60P11Y
KRTAP9-1	hgnc:18912	KRTAP9-1
KRTAP9L3	hgnc:18912	KRTAP9-1
LOC257551	hgnc:11892	TNF
LOC257601	hgnc:11892	TNF
TNFA	hgnc:11892	TNF
TEMP	hgnc:13199	ZXDB
LOC389862	hgnc:13199	ZXDB
LOC647908	hgnc:55079	RAP1BL
LOC100510068	hgnc:55079	RAP1BL
LOC100508643	hgnc:55079	RAP1BL
LOC101060439	hgnc:55079	RAP1BL
LOC100508897	ncbigene:100287610	LOC100287610
LOC100130140	ncbigene:100287610	LOC100287610
FTHL3	hgnc:3990	FTH1P3
LOC90651	hgnc:3990	FTH1P3
LOC100291417	hgnc:6204	JUN
LOC100288387	hgnc:6204	JUN
LOC100293034	hgnc:6204	JUN
FNRBL	hgnc:3781	ITGB1P1
NCRNA00116	hgnc:27339	MTLN
SMIM37	hgnc:27339	MTLN
LINC00116	hgnc:27339	MTLN
SRN1	hgnc:13394	NPHS2
NPHS2	hgnc:13394	NPHS2
LOC128816	hgnc:15751	NAPB
LOC90277	hgnc:1834	CEBPB
TCF5	hgnc:1834	CEBPB
LOC101928224	hgnc:16657	BCL2L14
LOC102724106	hgnc:16657	BCL2L14
LOC100420686	hgnc:15688	PCDHGB9P
C10orf130	hgnc:31666	CC2D2B
C10orf131	hgnc:31666	CC2D2B
MODY	hgnc:5024	HNF4A
FLJ39654	hgnc:5024	HNF4A
MODY1	hgnc:5024	HNF4A
TCF14	hgnc:5024	HNF4A
F8VWF	hgnc:12726	VWF
LOC100420148	hgnc:35899	RPL7P28
C19orf36	hgnc:26950	IZUMO4
MIRN548O	hgnc:35333	MIR548O
MIR548O	hgnc:35333	MIR548O
LOC100422444	hgnc:32536	HSP90AA6P
H2BM	hgnc:27867	H2BW2
H2BFM	hgnc:27867	H2BW2
LOC100291876	hgnc:53759	RPL22P23
LOC100508119	hgnc:53759	RPL22P23
LOC100291348	hgnc:53759	RPL22P23
TRNAK19	hgnc:34745	TRK-TTT6-1
LOC147165	hgnc:26858	TBC1D28
LOC100292664	hgnc:26858	TBC1D28
LOC91131	hgnc:16834	NREP
C5orf13	hgnc:16834	NREP
LOC82508	hgnc:16834	NREP
PRO1873	hgnc:16834	NREP
MMP22	hgnc:7171	MMP23B
LOC100293382	hgnc:38160	ELOCP24
TCEB1P25	hgnc:38160	ELOCP24
TCEB1P24	hgnc:38160	ELOCP24
LOC100288144	hgnc:20137	TMEM179
LOC100290158	hgnc:20137	TMEM179
LOC100293953	hgnc:20137	TMEM179
C14orf90	hgnc:20137	TMEM179
LOC100419357	hgnc:35893	RPS3AP18
LOC221530	hgnc:21659	HCP5
LOC221329	hgnc:21659	HCP5
LOC154638	hgnc:21659	HCP5
HCP5	hgnc:21659	HCP5
LOC91955	hgnc:21659	HCP5
PLEKHE1	hgnc:20610	PHLPP1
PHLPP	hgnc:20610	PHLPP1
ARHT1	hgnc:21168	RHOT1
DIEXF	hgnc:28440	UTP25
C1orf107	hgnc:28440	UTP25
LOC653926	hgnc:28440	UTP25
FLJ12704	hgnc:28440	UTP25
LOC653164	hgnc:28440	UTP25
LOC105376777	hgnc:15466	WFDC1
KLHDC5	hgnc:29252	KLHL42
C20orf97	hgnc:16228	TRIB3
RN5S44	hgnc:42820	RNA5SP44
MIRN589	hgnc:32845	MIR589
LOC100290472	ncbigene:100287825	LOC100287825
LOC100291991	ncbigene:100287825	LOC100287825
LOC105373483	hgnc:52690	LINC01871
ZNRD2-AS1	hgnc:27384	ZNRD2-DT
SSSCA1-AS1	hgnc:27384	ZNRD2-DT
PRO2435	hgnc:26164	NAA16
NARG1L	hgnc:26164	NAA16
DNM1DN8@	hgnc:35182	DNM1P35
DNM1P39	hgnc:35186	DNM1P36
MIR4444	hgnc:41710	MIR4444-1
LOC100419507	hgnc:36967	RPL5P35
LOC83162	hgnc:9887	RBBP4
LOC91125	hgnc:9887	RBBP4
BMS1LP3	hgnc:23651	BMS1P3
LOC100133469	hgnc:20169	LINC00221
LOC286123	hgnc:20169	LINC00221
C14orf98	hgnc:20169	LINC00221
NCRNA00221	hgnc:20169	LINC00221
KIAA0457	hgnc:2888	DISC1
C1orf136	hgnc:2888	DISC1
FLJ13381	hgnc:2888	DISC1
LOC642009	hgnc:54493	NAIPP3
CACTP	hgnc:1422	SLC25A20P1
SLC25A20P	hgnc:1422	SLC25A20P1
LOC100422565	hgnc:1422	SLC25A20P1
LOC221366	hgnc:1422	SLC25A20P1
OR2A7	hgnc:8234	OR2A7
OR2A21	hgnc:8234	OR2A7
TRIM60PY12	hgnc:38465	TRIM60P12Y
LOC649390	hgnc:36313	RPL21P107
RBM21	hgnc:26184	TUT1
LOC100131931	hgnc:40396	NDUFB2-AS1
GLAT	hgnc:24063	GALM
C15orf53	hgnc:33796	LINC02694
LOC283743	hgnc:33796	LINC02694
LOC101060294	hgnc:51890	PRAMEF28P
PRAMEF28	hgnc:51890	PRAMEF28P
LOC95934	hgnc:7317	MS4A3
CD20L	hgnc:7317	MS4A3
LOC101927462	hgnc:562	AP2A2
CLAPA2	hgnc:562	AP2A2
KIAA0899	hgnc:562	AP2A2
ADTAB	hgnc:562	AP2A2
DKFZP564D1864	hgnc:562	AP2A2
MARKL1	hgnc:13538	MARK4
C17orf106	hgnc:37242	TEN1
SRD5AP1	hgnc:11286	SRD5A1P1
LOC100422708	hgnc:11286	SRD5A1P1
LOC649912	hgnc:36485	RPS26P20
LOC82209	hgnc:36485	RPS26P20
LOC731086	hgnc:36485	RPS26P20
LOC95746	hgnc:36485	RPS26P20
LOC151346	hgnc:36485	RPS26P20
UP	hgnc:12576	UPP1
LOC113363	hgnc:3725	FKBP9
LOC378057	hgnc:3725	FKBP9
LOC155254	hgnc:3725	FKBP9
LOC136722	hgnc:3725	FKBP9
LOC90212	hgnc:3725	FKBP9
LOC649059	ncbigene:400036	LOC400036
LOC100419250	hgnc:36389	RPS2P14
KRTAP18-11	hgnc:20528	KRTAP10-11
LOC642030	hgnc:21395	RPL7AP7
LOC642059	hgnc:21395	RPL7AP7
LOC100419398	hgnc:21395	RPL7AP7
GTF2IP18	hgnc:34079	FAM157A
ARHD	hgnc:670	RHOD
LOC105373382	hgnc:55152	ECMXP
LOC112267886	hgnc:55152	ECMXP
LOC107983954	hgnc:55152	ECMXP
PPY2	hgnc:9328	PPY2P
FKHL5	hgnc:3809	FOXF1
MAATS1	hgnc:24010	CFAP91
C3orf15	hgnc:24010	CFAP91
TRS4	hgnc:33201	TRS-AGA3-1
TRNAS4	hgnc:33201	TRS-AGA3-1
CNOT1	hgnc:7877	CNOT1
LOC51579	hgnc:7877	CNOT1
NOT1	hgnc:7877	CNOT1
ZNF187	hgnc:12978	ZSCAN26
MGC2815	hgnc:12978	ZSCAN26
LOC154534	hgnc:12978	ZSCAN26
LOC135606	hgnc:12978	ZSCAN26
